"age";"workclass";"fnlwgt";"education";"education-num";"marital-status";"occupation";"relationship";"race";"sex";"capital-gain";"capital-loss";"hours-per-week";"native-country";"label"
22;"State-gov";34310;"Some-college";10;"Never-married";"Transport-moving";"Own-child";"White";"Male";0;0;25;"United-States";0
50;"Private";165050;"10th";6;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";1
61;"Private";146788;"7th-8th";4;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;40;"United-States";0
47;"Private";28035;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;50;"United-States";1
18;"?";28311;"11th";7;"Never-married";"?";"Own-child";"White";"Female";0;0;35;"United-States";0
44;"Private";249332;"HS-grad";9;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;40;"Ecuador";0
31;"Private";34503;"Assoc-voc";11;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";1
60;"Private";338345;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;45;"United-States";1
42;"Private";116632;"Doctorate";16;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;45;"United-States";1
20;"Private";70076;"Some-college";10;"Never-married";"Machine-op-inspct";"Own-child";"White";"Female";0;0;40;"United-States";0
35;"Self-emp-not-inc";269300;"Bachelors";13;"Never-married";"Other-service";"Not-in-family";"Black";"Female";0;0;60;"United-States";0
26;"Private";34402;"Bachelors";13;"Never-married";"Adm-clerical";"Not-in-family";"White";"Male";0;0;45;"United-States";0
52;"Self-emp-not-inc";209642;"HS-grad";9;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;45;"United-States";1
32;"Private";157289;"HS-grad";9;"Married-spouse-absent";"Handlers-cleaners";"Other-relative";"White";"Male";0;0;40;"United-States";0
72;"?";188009;"7th-8th";4;"Divorced";"?";"Not-in-family";"White";"Male";0;0;30;"United-States";0
44;"Private";67065;"Assoc-voc";11;"Never-married";"Priv-house-serv";"Not-in-family";"White";"Male";594;0;25;"United-States";0
53;"Private";324568;"11th";7;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;45;"United-States";0
40;"Private";104892;"Bachelors";13;"Married-civ-spouse";"Tech-support";"Husband";"White";"Male";0;0;40;"United-States";0
56;"Private";105363;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";4508;0;40;"United-States";0
34;"Private";287315;"HS-grad";9;"Divorced";"Machine-op-inspct";"Not-in-family";"White";"Male";0;0;40;"United-States";0
66;"?";108185;"9th";5;"Married-civ-spouse";"?";"Husband";"Black";"Male";0;0;40;"United-States";0
51;"Private";195105;"HS-grad";9;"Divorced";"Priv-house-serv";"Own-child";"White";"Female";0;0;40;"United-States";0
31;"Self-emp-not-inc";203463;"Bachelors";13;"Never-married";"Tech-support";"Not-in-family";"White";"Female";0;0;40;"United-States";0
37;"Private";184556;"Some-college";10;"Divorced";"Tech-support";"Unmarried";"White";"Female";0;0;40;"United-States";0
49;"Private";139268;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";7298;0;40;"United-States";1
31;"Private";257644;"11th";7;"Never-married";"Transport-moving";"Unmarried";"White";"Male";0;0;40;"United-States";0
37;"State-gov";108293;"Assoc-acdm";12;"Divorced";"Prof-specialty";"Unmarried";"White";"Female";0;0;38;"United-States";0
37;"Federal-gov";93225;"Some-college";10;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";7688;0;40;"United-States";1
26;"Private";150361;"Some-college";10;"Never-married";"Tech-support";"Own-child";"White";"Female";0;0;40;"United-States";0
38;"Private";351299;"Some-college";10;"Married-civ-spouse";"Transport-moving";"Husband";"Black";"Male";0;0;50;"United-States";0
28;"Self-emp-not-inc";398918;"Bachelors";13;"Never-married";"Prof-specialty";"Not-in-family";"White";"Male";0;0;50;"United-States";1
37;"Private";238049;"9th";5;"Never-married";"Priv-house-serv";"Not-in-family";"White";"Female";0;0;30;"El-Salvador";0
56;"Private";134756;"HS-grad";9;"Never-married";"Other-service";"Not-in-family";"Black";"Female";0;0;40;"United-States";0
44;"Private";174051;"Some-college";10;"Never-married";"Other-service";"Not-in-family";"White";"Male";0;0;35;"United-States";0
20;"Private";653574;"Some-college";10;"Never-married";"Other-service";"Own-child";"White";"Male";0;0;33;"El-Salvador";0
43;"?";396116;"HS-grad";9;"Married-civ-spouse";"?";"Husband";"White";"Male";0;0;40;"United-States";0
46;"Private";109089;"HS-grad";9;"Divorced";"Craft-repair";"Not-in-family";"White";"Male";0;0;37;"United-States";0
32;"Private";370160;"Some-college";10;"Separated";"Exec-managerial";"Unmarried";"Black";"Female";0;0;40;"United-States";0
44;"Private";113324;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
36;"Private";68273;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";1
62;"Private";148113;"10th";6;"Married-civ-spouse";"Craft-repair";"Husband";"Black";"Male";0;0;40;"United-States";0
19;"?";249147;"HS-grad";9;"Never-married";"?";"Own-child";"White";"Male";0;0;30;"United-States";0
27;"Private";37754;"Some-college";10;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;80;"United-States";0
37;"Private";161226;"HS-grad";9;"Married-civ-spouse";"Other-service";"Wife";"White";"Female";0;0;30;"United-States";1
22;"Federal-gov";209131;"Assoc-acdm";12;"Never-married";"Other-service";"Own-child";"White";"Male";0;0;20;"United-States";0
37;"Private";295949;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;1628;40;"United-States";0
52;"Private";173987;"10th";6;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
34;"Private";184942;"11th";7;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;50;"United-States";0
39;"Self-emp-not-inc";194668;"HS-grad";9;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;16;"United-States";0
33;"Private";169879;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";3103;0;47;"United-States";1
38;"Private";335104;"Bachelors";13;"Divorced";"Prof-specialty";"Not-in-family";"White";"Female";0;0;35;"United-States";0
36;"Private";179666;"12th";8;"Married-civ-spouse";"Craft-repair";"Husband";"Other";"Male";0;0;40;"United-States";0
83;"Self-emp-not-inc";213866;"HS-grad";9;"Widowed";"Exec-managerial";"Not-in-family";"White";"Male";0;0;8;"United-States";0
36;"Private";191161;"HS-grad";9;"Never-married";"Sales";"Not-in-family";"White";"Male";0;0;50;"United-States";0
57;"Self-emp-not-inc";225913;"Some-college";10;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;45;"United-States";1
33;"State-gov";31703;"Some-college";10;"Never-married";"Other-service";"Own-child";"White";"Male";0;0;40;"United-States";0
36;"Private";104858;"Some-college";10;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;56;"United-States";1
23;"Private";70894;"Assoc-acdm";12;"Never-married";"Craft-repair";"Other-relative";"White";"Male";0;0;40;"United-States";0
42;"State-gov";74334;"Masters";14;"Married-civ-spouse";"Adm-clerical";"Husband";"Amer-Indian-Eskimo";"Male";0;0;40;"United-States";1
77;"?";132728;"Masters";14;"Divorced";"?";"Not-in-family";"White";"Male";0;0;45;"United-States";0
61;"Private";230568;"Bachelors";13;"Divorced";"Adm-clerical";"Not-in-family";"White";"Male";0;0;40;"United-States";1
23;"Private";100345;"Bachelors";13;"Never-married";"Sales";"Own-child";"White";"Male";0;0;20;"United-States";0
18;"Private";119655;"12th";8;"Never-married";"Adm-clerical";"Own-child";"White";"Female";0;0;12;"United-States";0
21;"Private";146499;"Assoc-voc";11;"Married-civ-spouse";"Adm-clerical";"Other-relative";"White";"Female";0;1579;40;"United-States";0
53;"Private";187356;"Some-college";10;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;66;"United-States";0
40;"Private";307767;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;60;"United-States";0
25;"Private";159603;"HS-grad";9;"Never-married";"Other-service";"Unmarried";"White";"Female";0;0;34;"United-States";0
71;"?";181301;"HS-grad";9;"Married-civ-spouse";"?";"Husband";"White";"Male";0;0;40;"United-States";0
35;"Self-emp-not-inc";193260;"Masters";14;"Married-civ-spouse";"Sales";"Husband";"Asian-Pac-Islander";"Male";0;0;40;"?";1
53;"Self-emp-not-inc";302847;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;35;"United-States";0
48;"Self-emp-inc";30575;"Assoc-voc";11;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;70;"United-States";1
31;"Private";148607;"Some-college";10;"Divorced";"Machine-op-inspct";"Not-in-family";"White";"Male";0;0;40;"United-States";0
39;"Private";142707;"Assoc-voc";11;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;40;"United-States";0
24;"Private";417668;"Bachelors";13;"Never-married";"Prof-specialty";"Own-child";"White";"Male";0;0;30;"United-States";0
36;"Private";34744;"Assoc-acdm";12;"Divorced";"Other-service";"Unmarried";"White";"Female";0;0;37;"United-States";0
24;"Private";59146;"HS-grad";9;"Separated";"Sales";"Unmarried";"White";"Female";0;0;48;"United-States";0
31;"?";233371;"HS-grad";9;"Married-civ-spouse";"?";"Wife";"Black";"Female";0;0;45;"United-States";0
20;"Private";205970;"Some-college";10;"Never-married";"Craft-repair";"Own-child";"White";"Female";0;0;25;"United-States";0
48;"Private";254291;"Masters";14;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;40;"United-States";1
52;"Local-gov";89705;"Masters";14;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;40;"United-States";1
41;"Private";144947;"Bachelors";13;"Divorced";"Exec-managerial";"Unmarried";"Black";"Female";0;0;40;"United-States";0
32;"Private";184207;"HS-grad";9;"Divorced";"Craft-repair";"Not-in-family";"White";"Male";0;0;40;"United-States";0
48;"Private";287480;"Masters";14;"Married-civ-spouse";"Tech-support";"Husband";"White";"Male";0;0;40;"United-States";1
24;"Private";170070;"Bachelors";13;"Never-married";"Tech-support";"Not-in-family";"White";"Female";0;0;20;"United-States";0
68;"Private";213720;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";0
28;"Private";67218;"7th-8th";4;"Married-civ-spouse";"Sales";"Other-relative";"White";"Male";0;0;40;"United-States";0
38;"Private";64879;"Some-college";10;"Divorced";"Sales";"Not-in-family";"White";"Female";0;0;40;"United-States";0
22;"Private";184975;"HS-grad";9;"Married-spouse-absent";"Other-service";"Own-child";"White";"Female";0;0;3;"United-States";0
35;"Private";110668;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Wife";"Black";"Female";0;0;35;"United-States";0
20;"Private";275357;"Assoc-voc";11;"Never-married";"Tech-support";"Own-child";"White";"Female";0;0;25;"United-States";0
31;"Private";243165;"Bachelors";13;"Never-married";"Prof-specialty";"Unmarried";"White";"Male";0;0;40;"United-States";0
28;"Private";274690;"Bachelors";13;"Never-married";"Adm-clerical";"Not-in-family";"White";"Male";0;0;45;"United-States";0
24;"Private";321435;"Bachelors";13;"Never-married";"Exec-managerial";"Not-in-family";"White";"Male";0;0;50;"United-States";0
47;"Self-emp-not-inc";213745;"Some-college";10;"Divorced";"Other-service";"Unmarried";"White";"Female";0;0;45;"United-States";0
26;"Private";187891;"HS-grad";9;"Never-married";"Adm-clerical";"Not-in-family";"Black";"Male";0;0;40;"United-States";0
17;"Private";126771;"12th";8;"Never-married";"Prof-specialty";"Own-child";"White";"Male";0;0;7;"United-States";0
44;"Private";721161;"Some-college";10;"Separated";"Machine-op-inspct";"Not-in-family";"Black";"Male";0;0;40;"United-States";0
38;"Private";189404;"HS-grad";9;"Married-spouse-absent";"Other-service";"Not-in-family";"White";"Male";0;0;35;"?";0
58;"Private";202652;"HS-grad";9;"Separated";"Other-service";"Unmarried";"White";"Female";0;0;40;"Dominican-Republic";0
19;"Private";445728;"HS-grad";9;"Never-married";"Craft-repair";"Not-in-family";"White";"Male";0;0;40;"United-States";0
48;"Private";248164;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";4386;0;50;"United-States";1
41;"Private";220531;"Prof-school";15;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;60;"United-States";1
39;"Local-gov";180686;"Masters";14;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;1977;45;"United-States";1
61;"Private";180632;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";0
44;"Private";303521;"Some-college";10;"Divorced";"Craft-repair";"Not-in-family";"White";"Male";0;0;40;"United-States";0
24;"?";33339;"Some-college";10;"Never-married";"?";"Own-child";"White";"Male";0;0;20;"United-States";0
43;"Self-emp-not-inc";99220;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";1
63;"Self-emp-not-inc";168048;"Prof-school";15;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;30;"United-States";0
25;"Private";267284;"HS-grad";9;"Never-married";"Handlers-cleaners";"Other-relative";"White";"Male";0;0;40;"United-States";0
58;"Private";284834;"Assoc-acdm";12;"Divorced";"Adm-clerical";"Not-in-family";"White";"Female";0;0;40;"United-States";0
27;"Private";181659;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;40;"United-States";0
68;"Private";145638;"Some-college";10;"Divorced";"Sales";"Not-in-family";"White";"Female";0;0;40;"United-States";0
39;"Private";70240;"5th-6th";3;"Married-spouse-absent";"Other-service";"Unmarried";"Asian-Pac-Islander";"Female";0;0;40;"Philippines";0
36;"Private";237943;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;1977;45;"United-States";1
32;"Private";53135;"HS-grad";9;"Never-married";"Machine-op-inspct";"Not-in-family";"White";"Male";0;0;40;"United-States";0
62;"Self-emp-not-inc";168682;"7th-8th";4;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;5;"United-States";0
35;"Private";112264;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;50;"United-States";0
29;"Private";134152;"HS-grad";9;"Separated";"Machine-op-inspct";"Not-in-family";"White";"Male";0;0;40;"United-States";0
60;"Private";355865;"Masters";14;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;50;"United-States";1
66;"Local-gov";157942;"HS-grad";9;"Widowed";"Transport-moving";"Not-in-family";"Black";"Female";0;0;40;"United-States";0
30;"Self-emp-not-inc";292472;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"Amer-Indian-Eskimo";"Male";0;0;55;"United-States";1
62;"Self-emp-not-inc";182998;"7th-8th";4;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;10;"United-States";0
37;"Private";178948;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Wife";"White";"Female";7688;0;45;"United-States";1
44;"Self-emp-not-inc";167280;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";0
32;"Private";168854;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;1848;50;"United-States";1
36;"?";36635;"Some-college";10;"Never-married";"?";"Unmarried";"White";"Female";0;0;25;"United-States";0
30;"Private";184687;"HS-grad";9;"Never-married";"Prof-specialty";"Own-child";"White";"Female";0;0;30;"United-States";0
37;"Private";329026;"HS-grad";9;"Married-civ-spouse";"Adm-clerical";"Wife";"White";"Female";0;0;40;"United-States";1
26;"Private";142081;"HS-grad";9;"Married-civ-spouse";"Other-service";"Wife";"White";"Female";0;0;40;"Mexico";0
58;"Local-gov";311409;"Masters";14;"Married-civ-spouse";"Prof-specialty";"Husband";"Black";"Male";7688;0;30;"United-States";1
45;"Private";164210;"Some-college";10;"Divorced";"Exec-managerial";"Not-in-family";"White";"Female";0;0;40;"United-States";0
46;"State-gov";421223;"Some-college";10;"Never-married";"Exec-managerial";"Not-in-family";"White";"Female";0;0;40;"United-States";0
51;"Federal-gov";140035;"HS-grad";9;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";0;0;40;"United-States";1
36;"Private";166549;"Some-college";10;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";0;0;40;"United-States";0
34;"Private";509364;"HS-grad";9;"Divorced";"Machine-op-inspct";"Not-in-family";"White";"Male";0;0;30;"United-States";0
90;"Private";313749;"HS-grad";9;"Widowed";"Adm-clerical";"Unmarried";"White";"Female";0;0;25;"United-States";0
30;"Private";206512;"Bachelors";13;"Never-married";"Exec-managerial";"Not-in-family";"White";"Male";0;0;44;"United-States";0
29;"Self-emp-not-inc";190636;"Some-college";10;"Married-civ-spouse";"Craft-repair";"Husband";"Amer-Indian-Eskimo";"Male";0;1485;60;"United-States";1
27;"Local-gov";199343;"HS-grad";9;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";0;0;38;"United-States";0
72;"Private";97304;"HS-grad";9;"Married-spouse-absent";"Machine-op-inspct";"Unmarried";"White";"Male";2346;0;40;"?";0
30;"Private";272451;"Bachelors";13;"Never-married";"Adm-clerical";"Not-in-family";"White";"Female";0;0;40;"United-States";0
50;"Private";96586;"Assoc-voc";11;"Married-civ-spouse";"Other-service";"Husband";"White";"Male";0;0;40;"United-States";0
50;"Private";185354;"Masters";14;"Divorced";"Exec-managerial";"Not-in-family";"White";"Female";0;0;35;"United-States";0
23;"Private";218445;"5th-6th";3;"Never-married";"Priv-house-serv";"Unmarried";"White";"Female";0;0;12;"Mexico";0
50;"Private";767403;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";3103;0;40;"United-States";1
45;"Self-emp-inc";155664;"5th-6th";3;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"?";1
43;"Federal-gov";25005;"Masters";14;"Married-civ-spouse";"Handlers-cleaners";"Husband";"White";"Male";5013;0;12;"United-States";0
27;"Private";301654;"HS-grad";9;"Never-married";"Exec-managerial";"Own-child";"White";"Female";0;0;40;"United-States";0
25;"State-gov";218184;"Bachelors";13;"Never-married";"Protective-serv";"Not-in-family";"Black";"Female";0;0;40;"United-States";0
44;"Federal-gov";399155;"HS-grad";9;"Never-married";"Craft-repair";"Own-child";"Black";"Female";0;0;40;"United-States";0
59;"Self-emp-inc";146477;"Prof-school";15;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;40;"United-States";1
39;"Private";154641;"Assoc-voc";11;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";0;0;40;"United-States";0
17;"Private";146268;"10th";6;"Never-married";"Other-service";"Own-child";"White";"Female";0;0;10;"United-States";0
30;"Local-gov";348802;"HS-grad";9;"Married-civ-spouse";"Adm-clerical";"Husband";"Black";"Male";0;0;40;"United-States";0
32;"Self-emp-not-inc";103642;"HS-grad";9;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;55;"United-States";0
23;"Local-gov";336010;"Bachelors";13;"Never-married";"Adm-clerical";"Not-in-family";"White";"Male";0;0;32;"United-States";0
52;"Self-emp-inc";51048;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;55;"United-States";0
31;"Private";223327;"HS-grad";9;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";1
22;"Private";148294;"11th";7;"Never-married";"Craft-repair";"Own-child";"White";"Male";0;0;35;"United-States";0
43;"Private";91959;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;45;"United-States";1
45;"Federal-gov";88564;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";7688;0;40;"United-States";1
37;"Local-gov";233825;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Wife";"White";"Female";15024;0;50;"United-States";1
25;"Self-emp-not-inc";60828;"Some-college";10;"Never-married";"Farming-fishing";"Own-child";"White";"Female";0;0;50;"United-States";0
28;"Private";337664;"HS-grad";9;"Never-married";"Machine-op-inspct";"Own-child";"White";"Male";0;0;40;"United-States";0
32;"Private";209808;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;1740;47;"United-States";0
77;"Self-emp-inc";155761;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;8;"United-States";0
22;"Private";102684;"Some-college";10;"Never-married";"Transport-moving";"Not-in-family";"White";"Male";0;0;32;"United-States";0
25;"Private";181896;"Bachelors";13;"Never-married";"Adm-clerical";"Own-child";"White";"Female";0;0;40;"United-States";0
26;"Self-emp-inc";160340;"HS-grad";9;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;60;"United-States";0
33;"Private";258498;"Some-college";10;"Married-civ-spouse";"Craft-repair";"Wife";"White";"Female";0;0;60;"United-States";0
52;"Private";222405;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"Black";"Male";0;2377;40;"United-States";0
47;"?";331650;"HS-grad";9;"Married-civ-spouse";"?";"Wife";"White";"Female";0;0;8;"United-States";1
65;"Private";172906;"HS-grad";9;"Widowed";"Adm-clerical";"Unmarried";"White";"Female";0;0;40;"United-States";0
32;"Private";157287;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";0
23;"Private";335570;"Some-college";10;"Never-married";"Handlers-cleaners";"Own-child";"White";"Male";0;0;35;"United-States";0
36;"Private";301227;"5th-6th";3;"Separated";"Priv-house-serv";"Unmarried";"Other";"Female";0;0;35;"Mexico";0
34;"Private";182401;"Assoc-acdm";12;"Divorced";"Adm-clerical";"Not-in-family";"Black";"Male";0;0;40;"United-States";0
36;"Self-emp-not-inc";609935;"Bachelors";13;"Married-civ-spouse";"Transport-moving";"Husband";"Black";"Male";0;0;48;"?";0
45;"Private";129371;"9th";5;"Separated";"Other-service";"Unmarried";"Other";"Female";0;0;40;"Trinadad&Tobago";0
50;"Private";48358;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";7688;0;40;"United-States";1
37;"Private";219141;"11th";7;"Married-civ-spouse";"Handlers-cleaners";"Husband";"Black";"Male";7688;0;40;"United-States";1
45;"Private";43479;"Some-college";10;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;48;"United-States";0
38;"Private";172755;"HS-grad";9;"Never-married";"Prof-specialty";"Not-in-family";"White";"Male";0;0;40;"United-States";0
65;"Private";176796;"HS-grad";9;"Divorced";"Adm-clerical";"Not-in-family";"White";"Female";0;0;40;"United-States";0
53;"Private";145409;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;40;"United-States";1
34;"Private";164190;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";0
73;"Private";301210;"1st-4th";2;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;1735;20;"United-States";0
25;"Private";50053;"HS-grad";9;"Never-married";"Other-service";"Not-in-family";"Black";"Male";0;0;40;"Japan";0
31;"?";345497;"10th";6;"Married-civ-spouse";"?";"Husband";"White";"Male";0;0;40;"United-States";0
28;"Private";375655;"Bachelors";13;"Never-married";"Sales";"Unmarried";"White";"Male";0;0;50;"United-States";0
59;"Private";194290;"HS-grad";9;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;48;"United-States";0
21;"Private";246207;"Some-college";10;"Never-married";"Adm-clerical";"Own-child";"Black";"Female";0;0;20;"United-States";0
27;"Private";210498;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;80;"United-States";0
47;"Federal-gov";197038;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;50;"United-States";0
39;"Private";112158;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;26;"?";0
40;"Private";32214;"Assoc-acdm";12;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";0;0;40;"United-States";0
37;"Private";112660;"9th";5;"Divorced";"Craft-repair";"Own-child";"White";"Male";0;0;35;"United-States";0
23;"Private";250630;"Bachelors";13;"Never-married";"Sales";"Not-in-family";"White";"Female";0;0;40;"United-States";0
64;"?";159938;"HS-grad";9;"Divorced";"?";"Not-in-family";"White";"Male";8614;0;40;"United-States";1
35;"Private";178322;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";1
44;"Federal-gov";281739;"Some-college";10;"Never-married";"Adm-clerical";"Not-in-family";"White";"Male";13550;0;50;"United-States";1
64;"Federal-gov";267546;"Assoc-acdm";12;"Separated";"Prof-specialty";"Not-in-family";"White";"Female";0;0;40;"United-States";1
46;"Private";78529;"Bachelors";13;"Married-civ-spouse";"Tech-support";"Husband";"White";"Male";0;0;60;"United-States";1
18;"Private";56613;"Some-college";10;"Never-married";"Protective-serv";"Own-child";"White";"Female";0;0;20;"United-States";0
62;"?";129246;"HS-grad";9;"Married-civ-spouse";"?";"Husband";"White";"Male";0;0;40;"United-States";0
31;"Private";172865;"5th-6th";3;"Never-married";"Farming-fishing";"Own-child";"White";"Male";0;0;25;"Mexico";0
28;"Local-gov";211920;"HS-grad";9;"Married-civ-spouse";"Protective-serv";"Husband";"White";"Male";0;0;40;"United-States";0
23;"Private";178207;"Some-college";10;"Never-married";"Handlers-cleaners";"Unmarried";"Amer-Indian-Eskimo";"Female";0;0;35;"United-States";0
64;"State-gov";223830;"9th";5;"Never-married";"Adm-clerical";"Not-in-family";"White";"Female";0;0;38;"United-States";0
53;"Private";55139;"HS-grad";9;"Never-married";"Farming-fishing";"Not-in-family";"White";"Male";0;0;10;"United-States";0
28;"Private";356555;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;48;"United-States";0
35;"Private";144322;"HS-grad";9;"Divorced";"Machine-op-inspct";"Unmarried";"White";"Female";0;0;40;"United-States";0
35;"?";153926;"HS-grad";9;"Married-civ-spouse";"?";"Wife";"Black";"Female";0;0;40;"United-States";0
49;"Private";137192;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"Asian-Pac-Islander";"Male";0;1977;50;"South";1
33;"Private";208405;"Masters";14;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;50;"United-States";1
42;"Federal-gov";70240;"Some-college";10;"Divorced";"Exec-managerial";"Unmarried";"Asian-Pac-Islander";"Female";0;0;40;"United-States";0
48;"Federal-gov";326048;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;44;"United-States";1
17;"Private";285169;"11th";7;"Never-married";"Priv-house-serv";"Own-child";"White";"Female";0;0;40;"United-States";0
43;"Private";195258;"HS-grad";9;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";0;0;40;"United-States";1
57;"Self-emp-inc";257200;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";1
23;"Private";215624;"Some-college";10;"Never-married";"Machine-op-inspct";"Unmarried";"Asian-Pac-Islander";"Male";0;0;40;"Vietnam";0
43;"Self-emp-inc";104892;"HS-grad";9;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;45;"United-States";0
51;"Private";108233;"Assoc-acdm";12;"Separated";"Other-service";"Not-in-family";"Black";"Female";0;0;40;"United-States";0
20;"State-gov";243986;"Some-college";10;"Never-married";"Prof-specialty";"Own-child";"White";"Female";0;0;20;"United-States";0
